block,timestamp,price,fees_usd,net_value_usd,fee_return_pct
309568159,1740413363,2507.45,670.39,2737.83,19.7799
309569203,1740413624,2510.51,670.84,2742.54,19.7935
309570223,1740413879,2522.41,672.38,2760.69,19.8389
309571229,1740414131,2518.46,671.99,2754.70,19.8274
309572242,1740414384,2499.86,669.88,2726.08,19.7650
309573243,1740414634,2477.78,667.42,2691.31,19.6925
309574248,1740414886,2497.65,670.18,2722.64,19.7738
309575256,1740415138,2513.97,672.29,2747.84,19.8361
309576256,1740415388,2518.97,673.01,2755.48,19.8573
309577256,1740415638,2514.77,672.63,2749.07,19.8461
309578272,1740415892,2502.16,671.23,2729.65,19.8049
309579280,1740416144,2495.14,670.53,2718.71,19.7843
309580280,1740416394,2491.85,670.37,2713.56,19.7796
309581286,1740416645,2498.19,671.35,2723.48,19.8084
309582304,1740416900,2509.59,672.89,2741.13,19.8539
309583304,1740417150,2507.66,672.72,2738.15,19.8487
309584324,1740417404,2497.87,671.55,2722.98,19.8143
309585326,1740417655,2484.70,670.04,2702.29,19.7696
309586343,1740417909,2487.99,670.53,2707.49,19.7842
309587349,1740418161,2483.96,670.17,2701.12,19.7737
309588377,1740418418,2497.34,671.97,2722.15,19.8268
309589377,1740418668,2492.78,671.55,2715.01,19.8144
309590384,1740418920,2508.31,673.57,2739.15,19.8740
309591408,1740419176,2498.52,672.43,2724.00,19.8402
309592414,1740419427,2506.00,673.42,2735.59,19.8695
309593426,1740419680,2501.01,672.85,2727.87,19.8527
309594429,1740419931,2510.22,674.05,2742.10,19.8882
309595456,1740420188,2500.77,672.94,2727.49,19.8554
309596480,1740420444,2494.04,672.15,2716.99,19.8321
309597496,1740420698,2488.69,671.59,2708.59,19.8154
309598540,1740420958,2493.66,672.24,2716.41,19.8346
309599556,1740421212,2504.82,673.66,2733.77,19.8764
309600567,1740421465,2502.16,673.38,2729.65,19.8684
309601571,1740421716,2494.83,672.53,2718.24,19.8433
309602584,1740421970,2485.66,671.44,2703.82,19.8112
309603590,1740422221,2484.60,671.39,2702.13,19.8096
309604614,1740422477,2485.06,671.53,2702.86,19.8136
309605614,1740422727,2489.86,672.15,2710.43,19.8321
309606619,1740422978,2503.15,673.85,2731.19,19.8822
309607648,1740423236,2505.01,674.12,2734.07,19.8901
309608653,1740423487,2508.13,674.54,2738.88,19.9024
309609655,1740423737,2515.65,675.49,2750.41,19.9304
309610690,1740423996,2518.21,675.84,2754.31,19.9408
309611761,1740424264,2520.57,676.15,2757.91,19.9501
309612761,1740424514,2514.15,675.37,2748.11,19.9272
309613800,1740424774,2513.61,675.34,2747.29,19.9260
309614806,1740425025,2506.41,674.48,2736.22,19.9007
309615846,1740425285,2502.30,674.00,2729.87,19.8865
309616854,1740425537,2497.23,673.39,2721.99,19.8685
309617873,1740425792,2496.16,673.29,2720.31,19.8655
309618881,1740426044,2493.45,673.00,2716.07,19.8570
309619907,1740426300,2495.94,673.34,2719.96,19.8670
309620938,1740426558,2496.62,673.46,2721.03,19.8706
309621948,1740426810,2489.03,672.55,2709.13,19.8439
309622980,1740427068,2498.51,673.75,2723.97,19.8793
309623994,1740427322,2500.72,674.15,2727.41,19.8910
309625018,1740427578,2509.52,675.26,2741.02,19.9239
309626022,1740427829,2506.87,674.99,2736.94,19.9157
309627030,1740428081,2499.94,674.15,2726.20,19.8912
309628089,1740428346,2486.21,672.51,2704.68,19.8426
309629089,1740428596,2490.37,673.09,2711.23,19.8596
309630103,1740428849,2487.09,672.73,2706.08,19.8491
309631107,1740429100,2491.67,673.59,2713.28,19.8745
309632112,1740429352,2501.29,675.00,2728.29,19.9161
309633118,1740429603,2501.82,675.11,2729.13,19.9194
309634132,1740429856,2500.31,674.95,2726.78,19.9145
309635136,1740430108,2487.32,673.38,2706.44,19.8684
309636139,1740430358,2483.84,673.00,2700.93,19.8570
309637141,1740430609,2489.61,673.75,2710.04,19.8793
309638145,1740430860,2497.44,674.76,2722.32,19.9091
309639174,1740431117,2490.73,673.96,2711.80,19.8853
309640174,1740431367,2498.19,674.92,2723.47,19.9137
309641177,1740431618,2498.93,675.03,2724.63,19.9171
309642189,1740431871,2488.76,673.81,2708.71,19.8809
309643189,1740432121,2495.83,674.74,2719.80,19.9085
309644196,1740432372,2495.72,674.78,2719.62,19.9095
309645203,1740432624,2499.32,675.25,2725.24,19.9235
309646228,1740432880,2503.47,675.80,2731.68,19.9398
309647260,1740433138,2506.67,676.23,2736.63,19.9523
309648267,1740433390,2505.40,676.10,2734.66,19.9485
309649268,1740433640,2505.47,676.13,2734.77,19.9494
309650311,1740433901,2505.95,676.22,2735.52,19.9520
309651314,1740434152,2505.29,676.15,2734.49,19.9501
309652321,1740434404,2503.61,675.96,2731.89,19.9444
309653352,1740434662,2505.12,676.16,2734.24,19.9504
309654394,1740434922,2502.54,675.85,2730.24,19.9412
309655480,1740435194,2505.59,676.25,2734.96,19.9529
309656486,1740435445,2506.61,676.39,2736.54,19.9571
309657497,1740435698,2494.12,674.87,2717.12,19.9123
309658511,1740435951,2491.27,674.54,2712.65,19.9024
309659546,1740436210,2493.96,674.88,2716.87,19.9127
309660566,1740436465,2497.15,675.30,2721.86,19.9250
309661589,1740436721,2500.88,675.78,2727.66,19.9391
309662605,1740436975,2495.24,675.11,2718.87,19.9193
309663605,1740437225,2493.82,674.95,2716.66,19.9146
309664619,1740437478,2490.22,674.53,2711.00,19.9023
309665625,1740437730,2494.03,675.03,2716.98,19.9171
309666653,1740437987,2494.14,675.07,2717.15,19.9182
309667699,1740438248,2495.67,675.28,2719.55,19.9243
309668751,1740438511,2486.08,674.12,2704.48,19.8902
309669773,1740438767,2484.36,673.94,2701.75,19.8849
309670779,1740439018,2479.35,673.37,2693.80,19.8679
309671781,1740439269,2467.88,672.04,2675.43,19.8288
309672781,1740439519,2443.19,669.46,2635.14,19.7526
309673785,1740439770,2420.11,667.07,2596.51,19.6821
309674788,1740440020,2438.44,669.86,2643.87,19.7644
309675791,1740440271,2428.52,669.14,2627.36,19.7432
309676792,1740440522,2358.31,661.37,2506.48,19.5138
309677800,1740440774,2363.47,662.64,2515.56,19.5513
309678801,1740441024,2345.46,660.63,2483.74,19.4920
309679804,1740441274,2353.72,662.08,2498.39,19.5348
309680804,1740441524,2358.19,662.94,2506.27,19.5603
309681804,1740441774,2382.06,666.13,2548.03,19.6543
309682807,1740442025,2376.84,665.67,2538.95,19.6407
309683809,1740442276,2381.99,666.42,2547.90,19.6630
309684814,1740442527,2370.72,665.08,2528.27,19.6234
309685814,1740442777,2378.01,666.15,2540.98,19.6549
309686815,1740443027,2378.77,666.39,2542.31,19.6621
309687819,1740443278,2384.97,667.24,2553.06,19.6870
309688826,1740443530,2396.05,668.68,2572.17,19.7295
309689845,1740443785,2410.38,670.54,2596.68,19.7844
309690851,1740444036,2403.40,669.72,2584.77,19.7603
309691855,1740444287,2403.81,669.80,2585.48,19.7628
309692856,1740444538,2414.35,671.17,2603.43,19.8031
309693857,1740444788,2408.95,670.54,2594.25,19.7844
309694860,1740445038,2406.55,670.27,2590.15,19.7765
309695863,1740445289,2412.69,671.06,2600.61,19.7998
309696877,1740445543,2404.69,670.08,2586.98,19.7709
309697884,1740445794,2402.50,669.82,2583.23,19.7634
309698888,1740446046,2398.19,669.30,2575.85,19.7479
309699888,1740446296,2399.25,669.45,2577.67,19.7523
309700931,1740446556,2404.05,670.07,2585.88,19.7706
309701947,1740446810,2400.58,669.66,2579.94,19.7586
309703033,1740447082,2398.31,669.42,2576.05,19.7515
309704067,1740447340,2394.76,669.01,2569.95,19.7394
309705075,1740447592,2386.97,668.09,2556.53,19.7122
309706075,1740447842,2387.18,668.15,2556.88,19.7141
309707088,1740448096,2387.87,668.30,2558.08,19.7185
309708107,1740448350,2393.71,669.06,2568.15,19.7409
309709107,1740448600,2394.88,669.23,2570.16,19.7458
309710109,1740448851,2392.14,668.90,2565.44,19.7362
309711122,1740449104,2391.61,668.86,2564.53,19.7349
309712151,1740449361,2381.96,667.69,2547.84,19.7005
309713174,1740449617,2384.12,667.99,2551.59,19.7093
309714175,1740449867,2368.59,666.11,2524.54,19.6537
309715183,1740450119,2401.95,670.41,2582.29,19.7807
309716191,1740450371,2388.86,668.83,2559.79,19.7342
309717193,1740450622,2377.44,667.47,2540.00,19.6939
309718207,1740450875,2371.79,666.82,2530.13,19.6748
309719208,1740451126,2359.59,665.41,2508.74,19.6330
309720208,1740451376,2372.37,667.19,2531.15,19.6855
309721226,1740451630,2397.87,670.51,2575.30,19.7836
309722229,1740451881,2404.29,671.41,2586.29,19.8103
309723296,1740452148,2407.53,671.88,2591.83,19.8240
309724304,1740452400,2397.81,670.68,2575.20,19.7887
309725312,1740452652,2398.26,670.78,2575.96,19.7915
309726313,1740452902,2402.18,671.30,2582.69,19.8068
309727329,1740453156,2401.78,671.28,2582.00,19.8063
309728362,1740453414,2393.02,670.20,2566.96,19.7743
309729384,1740453670,2385.41,669.36,2553.83,19.7498
309730385,1740453920,2384.22,669.25,2551.75,19.7464
309731385,1740454170,2385.86,669.51,2554.60,19.7540
309732388,1740454420,2376.73,668.38,2538.75,19.7208
309733399,1740454673,2379.04,668.70,2542.78,19.7302
309734401,1740454924,2370.08,667.61,2527.15,19.6981
309735427,1740455180,2379.88,668.88,2544.23,19.7356
309736463,1740455439,2380.06,668.94,2544.55,19.7374
309737466,1740455690,2391.03,670.36,2563.53,19.7793
309738476,1740455942,2398.03,671.29,2575.57,19.8065
309739483,1740456194,2409.01,672.70,2594.34,19.8483
309740519,1740456453,2426.14,674.99,2623.35,19.9159
309741524,1740456704,2432.99,675.90,2634.87,19.9427
309742547,1740456960,2432.55,675.97,2634.12,19.9447
309743549,1740457211,2425.40,675.11,2622.12,19.9192
309744556,1740457462,2437.03,676.62,2641.56,19.9640
309745558,1740457713,2435.03,676.54,2638.26,19.9614
309746563,1740457964,2436.10,676.81,2640.02,19.9696
309747656,1740458238,2435.41,676.80,2638.89,19.9691
309748683,1740458494,2440.66,677.57,2647.51,19.9920
309749724,1740458754,2432.75,676.70,2634.45,19.9662
309750724,1740459004,2424.96,675.76,2621.37,19.9387
309751782,1740459269,2422.53,675.48,2617.27,19.9303
309752814,1740459527,2424.03,675.69,2619.81,19.9364
309753814,1740459777,2428.71,676.29,2627.68,19.9541
309754823,1740460029,2423.31,675.63,2618.59,19.9345
309755892,1740460296,2425.06,675.86,2621.55,19.9415
309756906,1740460550,2436.15,677.32,2640.10,19.9846
309757909,1740460801,2429.38,676.54,2628.81,19.9614
309758923,1740461054,2432.50,676.95,2634.05,19.9737
309759926,1740461305,2431.67,676.96,2632.65,19.9740
309760935,1740461557,2429.83,676.78,2629.57,19.9685
309761943,1740461809,2427.03,676.44,2624.86,19.9584
309762944,1740462060,2422.98,675.94,2618.03,19.9438
309763947,1740462310,2419.12,675.46,2611.51,19.9298
309764952,1740462562,2421.19,675.75,2615.01,19.9382
309765972,1740462816,2413.03,674.74,2601.19,19.9085
309766974,1740463067,2416.91,675.26,2607.77,19.9239
309767976,1740463318,2423.98,676.18,2619.73,19.9508
309769009,1740463576,2418.97,675.56,2611.26,19.9327
309770037,1740463833,2421.06,675.84,2614.79,19.9408
309771045,1740464085,2415.01,675.09,2604.55,19.9189
309772054,1740464337,2415.28,675.15,2605.00,19.9206
309773056,1740464588,2412.73,674.85,2600.67,19.9117
309774056,1740464838,2415.43,675.21,2605.26,19.9224
309775068,1740465090,2424.98,676.44,2621.41,19.9585
309776071,1740465341,2416.03,675.33,2606.27,19.9260
309777082,1740465594,2409.43,674.53,2595.07,19.9022
309778093,1740465847,2408.60,674.50,2593.65,19.9013
309779106,1740466100,2403.58,673.93,2585.08,19.8846
309780121,1740466354,2410.99,674.98,2597.71,19.9154
309781121,1740466604,2389.74,672.37,2561.30,19.8384
309782161,1740466864,2388.52,672.26,2559.20,19.8353
309783162,1740467114,2378.07,671.04,2541.09,19.7993
309784171,1740467366,2366.51,669.68,2520.90,19.7590
309785171,1740467616,2376.58,671.04,2538.49,19.7991
309786181,1740467869,2374.38,670.87,2534.65,19.7943
309787202,1740468124,2374.39,671.01,2534.67,19.7982
309788210,1740468376,2386.28,672.61,2555.33,19.8456
309789216,1740468628,2373.27,671.05,2532.73,19.7996
309790218,1740468878,2373.06,671.11,2532.35,19.8013
309791226,1740469130,2369.99,670.85,2526.99,19.7935
309792227,1740469380,2381.60,672.40,2547.23,19.8395
309793239,1740469633,2365.44,670.44,2519.02,19.7815
309794251,1740469886,2379.42,672.31,2543.44,19.8367
309795255,1740470137,2396.27,674.56,2572.56,19.9031
309796257,1740470388,2394.51,674.42,2569.53,19.8990
309797261,1740470639,2401.10,675.32,2580.84,19.9254
309798261,1740470889,2411.78,676.72,2599.07,19.9668
309799267,1740471140,2412.98,676.96,2601.11,19.9738
309800285,1740471395,2405.95,676.10,2589.13,19.9485
309801286,1740471645,2402.82,675.75,2583.78,19.9383
309802289,1740471896,2397.82,675.17,2575.21,19.9210
309803290,1740472146,2401.61,675.72,2581.71,19.9373
309804302,1740472399,2392.34,674.59,2565.79,19.9041
309805314,1740472652,2395.61,675.04,2571.42,19.9172
309806316,1740472902,2391.76,674.59,2564.80,19.9039
309807377,1740473168,2387.57,674.10,2557.57,19.8895
309808387,1740473420,2386.15,673.96,2555.11,19.8854
309809389,1740473671,2397.23,675.41,2574.20,19.9283
309810389,1740473921,2407.23,676.71,2591.32,19.9666
309811391,1740474171,2430.66,679.72,2630.96,20.0554
309812392,1740474422,2422.25,678.70,2616.80,20.0253
309813413,1740474677,2418.35,678.24,2610.21,20.0118
309814413,1740474927,2416.99,678.09,2607.91,20.0072
309815475,1740475192,2419.98,678.50,2612.96,20.0192
309816514,1740475452,2412.39,677.56,2600.10,19.9917
309817519,1740475703,2424.36,679.10,2620.36,20.0371
309818552,1740475962,2418.37,678.37,2610.25,20.0156
309819558,1740476213,2416.63,678.18,2607.29,20.0100
309820630,1740476481,2422.25,678.94,2616.81,20.0322
309821640,1740476734,2431.08,680.08,2631.66,20.0658
309822658,1740476988,2434.81,680.70,2637.89,20.0843
309823678,1740477243,2427.16,679.81,2625.07,20.0579
309824679,1740477493,2423.77,679.40,2619.36,20.0458
309825685,1740477745,2417.38,678.61,2608.57,20.0225
309826711,1740478001,2415.40,678.38,2605.21,20.0159
309827743,1740478259,2413.91,678.21,2602.67,20.0109
309828751,1740478511,2417.65,678.70,2609.02,20.0252
309829751,1740478761,2423.78,679.50,2619.38,20.0487
309830755,1740479012,2430.82,680.41,2631.23,20.0758
309831758,1740479263,2418.01,678.83,2609.64,20.0290
309832764,1740479514,2421.28,679.27,2615.17,20.0422
309833800,1740479774,2410.05,677.89,2596.11,20.0013
309834807,1740480025,2411.05,678.04,2597.83,20.0058
309835807,1740480275,2407.84,677.65,2592.35,19.9942
309836863,1740480539,2402.01,676.93,2582.40,19.9732
309837867,1740480790,2408.21,677.73,2592.98,19.9968
309838891,1740481046,2418.23,679.03,2610.00,20.0349
309839893,1740481297,2421.26,679.44,2615.13,20.0470
309840893,1740481547,2417.05,678.94,2608.01,20.0324
309841918,1740481803,2423.42,679.78,2618.78,20.0571
309842937,1740482058,2420.47,679.42,2613.79,20.0465
309843946,1740482310,2422.99,679.75,2618.06,20.0563
309844947,1740482560,2426.54,680.23,2624.04,20.0703
309845954,1740482812,2429.58,680.64,2629.15,20.0824
309846970,1740483066,2417.34,679.11,2608.50,20.0373
309847984,1740483320,2417.47,679.15,2608.72,20.0385
309848984,1740483570,2413.02,678.60,2601.18,20.0224
309849986,1740483820,2414.70,678.83,2604.03,20.0292
309850986,1740484070,2424.66,680.12,2620.87,20.0672
309851987,1740484320,2425.90,680.30,2622.95,20.0726
309852988,1740484570,2439.47,682.16,2645.57,20.1273
309854015,1740484827,2444.82,683.03,2654.26,20.1530
309855015,1740485077,2452.94,684.27,2667.15,20.1897
309856020,1740485328,2455.96,684.90,2671.87,20.2081
309857042,1740485584,2462.84,685.91,2682.45,20.2379
309858065,1740485840,2466.80,686.55,2688.43,20.2569
309859065,1740486090,2460.95,685.94,2679.56,20.2388
309860128,1740486356,2465.50,686.64,2686.47,20.2596
309861132,1740486606,2467.59,686.99,2689.62,20.2700
309862133,1740486857,2464.18,686.67,2684.49,20.2603
309863139,1740487108,2493.60,690.74,2726.92,20.3804
309864157,1740487363,2501.08,691.91,2737.04,20.4150
309865162,1740487614,2495.71,691.45,2729.79,20.4015
309866178,1740487868,2510.91,693.56,2749.93,20.4637
309867181,1740488119,2505.21,693.04,2742.51,20.4484
309868196,1740488372,2493.31,691.68,2726.52,20.4082
309869215,1740488627,2494.48,691.92,2728.12,20.4154
309870233,1740488882,2495.18,692.22,2729.08,20.4242
309871256,1740489138,2494.09,692.18,2727.58,20.4231
309872260,1740489388,2491.07,691.91,2723.42,20.4152
309873374,1740489667,2495.35,692.60,2729.31,20.4355
309874414,1740489927,2481.44,690.93,2709.89,20.3862
309875422,1740490179,2483.07,691.26,2712.21,20.3958
309876427,1740490430,2485.18,691.58,2715.19,20.4054
309877458,1740490688,2490.16,692.30,2722.17,20.4264
309878469,1740490941,2490.47,692.39,2722.59,20.4292
309879525,1740491205,2489.58,692.32,2721.37,20.4270
309880535,1740491457,2488.53,692.21,2719.90,20.4238
309881537,1740491708,2485.85,691.91,2716.14,20.4149
309882537,1740491958,2490.57,692.54,2722.74,20.4336
309883540,1740492208,2501.37,694.03,2737.42,20.4775
309884542,1740492459,2500.97,694.02,2736.89,20.4771
309885622,1740492729,2509.29,695.19,2747.83,20.5119
309886624,1740492980,2510.14,695.34,2748.94,20.5162
309887628,1740493230,2520.18,696.71,2761.67,20.5568
309888633,1740493482,2528.17,697.84,2771.46,20.5900
309889636,1740493732,2518.93,696.78,2760.11,20.5587
309890696,1740493998,2510.97,695.86,2750.01,20.5315
309891697,1740494248,2505.51,695.23,2742.90,20.5129
309892733,1740494507,2507.86,695.61,2745.98,20.5243
309893763,1740494764,2506.23,695.43,2743.86,20.5188
309894844,1740495034,2510.30,696.00,2749.14,20.5358
309895862,1740495289,2501.81,695.00,2738.01,20.5061
309896888,1740495546,2503.56,695.31,2740.33,20.5154
309897930,1740495806,2504.91,695.56,2742.11,20.5228
309898960,1740496064,2506.91,695.85,2744.74,20.5313
309899987,1740496320,2506.63,695.86,2744.38,20.5316
309900988,1740496570,2508.08,696.08,2746.26,20.5381
309901991,1740496821,2517.69,697.48,2758.56,20.5792
309902991,1740497071,2515.85,697.34,2756.24,20.5752
309904047,1740497335,2514.51,697.22,2754.54,20.5718
309905047,1740497585,2510.95,696.81,2749.99,20.5597
309906064,1740497840,2509.08,696.61,2747.56,20.5537
309907085,1740498095,2507.57,696.46,2745.60,20.5492
309908091,1740498346,2505.73,696.24,2743.19,20.5428
309909204,1740498624,2501.10,695.69,2737.07,20.5267
309910320,1740498904,2495.90,695.07,2730.06,20.5081
309911387,1740499170,2497.28,695.29,2731.93,20.5149
309912399,1740499423,2497.32,695.33,2731.98,20.5160
309913526,1740499705,2496.43,695.25,2730.77,20.5135
309914528,1740499956,2493.67,694.92,2727.01,20.5038
309915540,1740500208,2492.84,694.84,2725.87,20.5014
309916542,1740500459,2490.46,694.58,2722.59,20.4939
309917572,1740500716,2487.41,694.25,2718.33,20.4842
309918588,1740500970,2485.14,694.01,2715.14,20.4771
309919613,1740501227,2480.53,693.48,2708.58,20.4615
309920625,1740501480,2482.43,693.79,2711.29,20.4705
309921821,1740501779,2483.36,693.94,2712.61,20.4751
309922823,1740502029,2476.43,693.12,2702.66,20.4508
309923830,1740502281,2476.08,693.13,2702.15,20.4510
309924830,1740502531,2475.20,693.04,2700.87,20.4484
309925830,1740502781,2470.60,692.49,2694.10,20.4321
309926855,1740503037,2471.79,692.66,2695.86,20.4372
309927858,1740503288,2474.76,693.08,2700.22,20.4496
309928891,1740503546,2474.95,693.14,2700.49,20.4513
309929957,1740503813,2475.32,693.23,2701.03,20.4539
309931008,1740504076,2474.60,693.18,2699.99,20.4526
309932016,1740504328,2480.04,693.93,2707.88,20.4746
309933048,1740504586,2476.87,693.55,2703.30,20.4634
309934060,1740504838,2478.23,693.77,2705.27,20.4700
309935063,1740505089,2474.57,693.34,2699.94,20.4571
309936065,1740505340,2478.00,693.83,2704.94,20.4716
309937065,1740505590,2483.71,694.63,2713.12,20.4954
309938072,1740505842,2483.68,694.68,2713.07,20.4968
309939174,1740506117,2481.29,694.42,2709.66,20.4892
309940185,1740506370,2478.86,694.16,2706.17,20.4814
309941225,1740506630,2481.27,694.50,2709.64,20.4916
309942237,1740506883,2486.69,695.26,2717.32,20.5138
309943276,1740507142,2483.59,694.89,2712.95,20.5030
309944332,1740507406,2481.02,694.59,2709.29,20.4940
309945376,1740507668,2475.01,693.86,2700.58,20.4725
309946511,1740507951,2478.50,694.33,2705.66,20.4864
309947516,1740508202,2485.27,695.25,2715.32,20.5134
309948523,1740508454,2483.01,695.00,2712.12,20.5063
309949582,1740508719,2485.34,695.33,2715.42,20.5158
309950592,1740508972,2485.44,695.37,2715.56,20.5172
309951715,1740509252,2481.52,694.89,2710.00,20.5031
309952715,1740509502,2490.18,696.07,2722.20,20.5377
309953765,1740509765,2483.23,695.23,2712.44,20.5130
309954783,1740510019,2485.57,695.58,2715.75,20.5232
309955825,1740510280,2490.52,696.30,2722.66,20.5444
309956828,1740510530,2499.65,697.55,2735.12,20.5816
309957865,1740510790,2494.94,697.03,2728.74,20.5660
309958877,1740511043,2499.13,697.63,2734.42,20.5838
309959901,1740511299,2496.80,697.36,2731.28,20.5759
309960915,1740511552,2497.31,697.46,2731.97,20.5789
309961939,1740511808,2500.70,697.95,2736.53,20.5933
309962957,1740512063,2500.66,698.01,2736.48,20.5949
309963963,1740512314,2498.92,697.81,2734.14,20.5890
309964969,1740512566,2494.99,697.35,2728.81,20.5756
309966022,1740512829,2490.11,696.76,2722.09,20.5580
309967046,1740513085,2492.04,697.02,2724.77,20.5659
309968155,1740513362,2490.61,696.87,2722.79,20.5612
309969212,1740513626,2492.52,697.17,2725.42,20.5703
309970227,1740513880,2493.76,697.34,2727.13,20.5753
309971229,1740514131,2489.15,696.79,2720.77,20.5589
309972232,1740514382,2489.23,696.80,2720.87,20.5594
309973267,1740514640,2485.75,696.40,2716.00,20.5474
309974268,1740514890,2489.79,696.95,2721.65,20.5638
309975302,1740515149,2486.98,696.61,2717.73,20.5538
309976318,1740515403,2486.85,696.63,2717.55,20.5542
309977323,1740515654,2488.19,696.81,2719.43,20.5596
309978333,1740515907,2490.65,697.14,2722.85,20.5693
309979354,1740516162,2495.14,697.75,2729.02,20.5873
309980409,1740516426,2493.69,697.58,2727.03,20.5824
309981419,1740516678,2496.15,697.93,2730.40,20.5927
309982482,1740516944,2496.54,698.01,2730.93,20.5950
309983486,1740517195,2493.55,697.65,2726.85,20.5844
309984501,1740517449,2488.31,697.02,2719.59,20.5658
309985518,1740517703,2487.67,696.96,2718.70,20.5642
309986557,1740517963,2485.52,696.72,2715.68,20.5571
309987715,1740518252,2488.05,697.08,2719.23,20.5674
309988731,1740518506,2490.27,697.38,2722.32,20.5764
309989738,1740518758,2491.49,697.55,2724.00,20.5815
309990793,1740519022,2486.30,696.92,2716.77,20.5628
309991796,1740519272,2485.30,696.83,2715.36,20.5601
309992868,1740519540,2485.82,696.91,2716.10,20.5625
309993924,1740519804,2481.82,696.42,2710.42,20.5481
309994998,1740520073,2480.89,696.33,2709.10,20.5453
309996037,1740520333,2483.20,696.64,2712.40,20.5547
309997077,1740520593,2484.24,696.78,2713.87,20.5589
309998080,1740520844,2483.07,696.66,2712.20,20.5553
309999093,1740521097,2477.66,696.00,2704.45,20.5358
310000139,1740521358,2476.37,695.85,2702.57,20.5314
310001229,1740521631,2477.48,696.05,2704.18,20.5372
310002234,1740521882,2478.95,696.26,2706.31,20.5435
310003280,1740522144,2477.17,696.05,2703.74,20.5371
310004280,1740522394,2481.02,696.57,2709.28,20.5524
310005280,1740522644,2489.43,697.73,2721.16,20.5868
310006282,1740522894,2489.89,697.84,2721.80,20.5900
310007311,1740523151,2490.32,697.90,2722.39,20.5918
310008315,1740523402,2486.82,697.48,2717.51,20.5795
310009327,1740523655,2490.26,697.96,2722.31,20.5934
310010329,1740523906,2484.85,697.29,2714.73,20.5739
310011362,1740524164,2492.41,698.31,2725.27,20.6039
310012373,1740524417,2495.33,698.72,2729.28,20.6160
310013497,1740524698,2497.31,698.99,2731.97,20.6241
310014602,1740524974,2498.11,699.12,2733.06,20.6278
310015602,1740525224,2499.93,699.40,2735.50,20.6360
310016605,1740525475,2496.03,698.93,2730.23,20.6220
310017619,1740525728,2496.57,699.01,2730.97,20.6245
310018628,1740525980,2498.32,699.31,2733.33,20.6333
310019684,1740526244,2495.83,699.01,2729.97,20.6244
310020718,1740526503,2493.51,698.71,2749.10,20.6158
310021750,1740526761,2494.53,698.85,2750.50,20.6199
310022800,1740527024,2487.30,697.95,2740.55,20.5933
310023817,1740527278,2481.50,697.22,2732.52,20.5716
310024819,1740527528,2478.54,696.86,2728.41,20.5611
310025825,1740527780,2479.29,696.96,2729.44,20.5640
310026841,1740528034,2480.73,697.15,2731.45,20.5697
310027889,1740528296,2482.78,697.42,2734.29,20.5776
310028933,1740528557,2483.44,697.51,2735.22,20.5803
310029954,1740528812,2483.68,697.55,2735.54,20.5816
310030971,1740529066,2467.91,695.57,2713.50,20.5230
310031971,1740529316,2460.39,694.66,2702.84,20.4962
310032984,1740529570,2462.46,694.95,2705.78,20.5048
310034025,1740529830,2464.98,695.30,2709.36,20.5151
310035028,1740530080,2464.43,695.24,2708.58,20.5133
310036032,1740530332,2463.87,695.18,2707.79,20.5114
310037056,1740530588,2463.26,695.12,2706.92,20.5096
310038075,1740530842,2465.69,695.44,2710.36,20.5191
310039080,1740531094,2463.54,695.17,2707.32,20.5113
310040080,1740531344,2462.77,695.09,2706.23,20.5088
310041091,1740531596,2463.81,695.23,2707.70,20.5129
310042107,1740531850,2463.46,695.19,2707.21,20.5118
310043191,1740532121,2464.35,695.31,2708.47,20.5152
310044191,1740532371,2468.31,695.83,2714.06,20.5308
310045250,1740532636,2467.13,695.69,2712.40,20.5265
310046254,1740532887,2466.84,695.65,2711.99,20.5255
310047292,1740533146,2470.42,696.13,2717.04,20.5395
310048408,1740533426,2468.04,695.83,2713.68,20.5307
310049490,1740533696,2473.35,696.53,2721.14,20.5513
310050505,1740533950,2472.49,696.42,2719.94,20.5482
310051571,1740534216,2474.55,696.70,2722.83,20.5562
310052622,1740534479,2481.64,697.63,2732.71,20.5837
310053624,1740534730,2490.48,698.79,2744.93,20.6182
310054653,1740534987,2486.11,698.25,2738.91,20.6021
310055665,1740535240,2486.22,698.27,2739.07,20.6026
310056880,1740535544,2489.28,698.67,2743.28,20.6146
310057904,1740535800,2487.04,698.39,2740.20,20.6063
310058923,1740536054,2481.01,697.63,2731.84,20.5837
310059977,1740536318,2480.36,697.56,2730.94,20.5816
310061017,1740536578,2482.77,697.87,2734.28,20.5909
310062082,1740536844,2481.25,697.68,2732.18,20.5852
310063086,1740537095,2480.23,697.56,2730.76,20.5817
310064253,1740537387,2483.56,698.00,2735.39,20.5946
310065270,1740537641,2486.67,698.41,2739.69,20.6067
310066298,1740537898,2487.19,698.48,2740.41,20.6089
310067360,1740538164,2488.62,698.67,2742.37,20.6145
310068363,1740538414,2490.98,698.98,2745.63,20.6238
310069380,1740538668,2488.38,698.65,2742.04,20.6140
310070412,1740538926,2487.32,698.52,2740.58,20.6101
310071431,1740539181,2490.71,698.96,2745.25,20.6232
310072436,1740539432,2491.47,699.07,2746.30,20.6263
310073519,1740539703,2491.46,699.07,2746.29,20.6264
310074535,1740539957,2488.71,698.72,2742.50,20.6161
310075589,1740540221,2488.85,698.75,2742.69,20.6168
