block,timestamp,price,fees_usd,net_value_usd,fee_return_pct
293084159,1736292363,3389.23,0.00,3389.23,0.0000
293085187,1736292620,3384.25,0.01,3384.24,0.0003
293086218,1736292878,3387.16,0.02,3387.16,0.0007
293087234,1736293132,3388.67,0.03,3388.67,0.0008
293088235,1736293382,3388.44,0.03,3388.44,0.0008
293089273,1736293642,3379.23,0.05,3379.18,0.0014
293090274,1736293892,3378.68,0.05,3378.62,0.0016
293091283,1736294144,3379.69,0.06,3379.64,0.0019
293092299,1736294398,3378.48,0.08,3378.42,0.0023
293093310,1736294651,3379.82,0.11,3379.78,0.0033
293094363,1736294914,3392.14,0.14,3392.13,0.0042
293095372,1736295166,3398.28,0.17,3398.24,0.0049
293096372,1736295416,3403.55,0.18,3403.45,0.0053
293097380,1736295668,3403.58,0.20,3403.48,0.0059
293098383,1736295919,3407.13,0.21,3406.97,0.0062
293099447,1736296185,3401.74,0.22,3401.66,0.0066
293100452,1736296436,3405.10,0.25,3404.97,0.0074
293101457,1736296688,3407.98,0.26,3407.80,0.0076
293102497,1736296948,3410.11,0.27,3409.89,0.0079
293103636,1736297232,3407.83,0.28,3407.66,0.0082
293104813,1736297527,3412.66,0.29,3412.38,0.0084
293105841,1736297784,3410.85,0.29,3410.62,0.0087
293106935,1736298057,3407.71,0.31,3407.54,0.0090
293107998,1736298323,3398.39,0.32,3398.35,0.0095
293109046,1736298585,3404.98,0.34,3404.85,0.0101
293110048,1736298836,3397.51,0.36,3397.48,0.0105
293111051,1736299086,3397.33,0.37,3397.30,0.0109
293112274,1736299392,3402.23,0.38,3402.15,0.0113
293113566,1736299715,3398.20,0.39,3398.16,0.0115
293114689,1736299996,3400.67,0.41,3400.61,0.0121
293115728,1736300256,3390.06,0.43,3390.06,0.0126
293116733,1736300507,3387.01,0.43,3387.00,0.0128
293117737,1736300758,3382.56,0.45,3382.54,0.0132
293118802,1736301024,3379.25,0.46,3379.19,0.0135
293119802,1736301274,3384.02,0.48,3384.01,0.0142
293120858,1736301538,3389.36,0.49,3389.36,0.0146
293121866,1736301790,3383.53,0.50,3383.51,0.0149
293122878,1736302043,3393.42,0.52,3393.41,0.0154
293123887,1736302295,3401.24,0.54,3401.17,0.0160
293124891,1736302546,3398.58,0.56,3398.54,0.0165
293125980,1736302818,3394.10,0.57,3394.08,0.0167
293126997,1736303073,3399.19,0.58,3399.14,0.0170
293128008,1736303326,3393.89,0.59,3393.88,0.0174
293129033,1736303582,3395.00,0.61,3394.98,0.0179
293130166,1736303865,3395.15,0.61,3395.14,0.0179
293131181,1736304119,3392.84,0.62,3392.83,0.0184
293132259,1736304388,3387.83,0.63,3387.83,0.0187
293133296,1736304648,3385.51,0.64,3385.51,0.0190
293134308,1736304900,3385.73,0.65,3385.72,0.0190
293135321,1736305154,3381.91,0.65,3381.88,0.0193
293136341,1736305409,3371.93,0.70,3371.78,0.0205
293137342,1736305659,3362.83,0.79,3362.47,0.0232
293138344,1736305910,3366.70,0.83,3366.44,0.0246
293139347,1736306160,3370.42,0.87,3370.24,0.0255
293140361,1736306414,3374.93,0.88,3374.83,0.0260
293141367,1736306665,3385.03,0.90,3385.02,0.0265
293142394,1736306922,3374.91,0.92,3374.81,0.0270
293143434,1736307182,3372.81,0.93,3372.67,0.0273
293144543,1736307459,3370.15,0.96,3369.97,0.0283
293145559,1736307713,3364.45,0.99,3364.13,0.0291
293146568,1736307966,3352.12,1.04,3351.41,0.0306
293147586,1736308220,3349.63,1.10,3348.82,0.0323
293148586,1736308470,3349.66,1.13,3348.85,0.0334
293149641,1736308734,3360.82,1.15,3360.40,0.0341
293150654,1736308987,3348.45,1.19,3347.60,0.0351
293151770,1736309266,3362.91,1.22,3362.56,0.0360
293152924,1736309554,3366.81,1.24,3366.55,0.0367
293153932,1736309806,3362.20,1.26,3361.82,0.0372
293154980,1736310068,3353.80,1.28,3353.15,0.0379
293155992,1736310322,3350.90,1.31,3350.15,0.0386
293157006,1736310575,3359.58,1.34,3359.13,0.0395
293158064,1736310840,3352.62,1.36,3351.93,0.0401
293159123,1736311104,3358.07,1.40,3357.57,0.0412
293160131,1736311356,3350.21,1.41,3349.43,0.0417
293161136,1736311608,3348.41,1.46,3347.55,0.0430
293162164,1736311864,3346.35,1.48,3345.40,0.0436
293163178,1736312118,3348.15,1.51,3347.28,0.0444
293164179,1736312368,3347.28,1.52,3346.37,0.0449
293165199,1736312623,3352.03,1.54,3351.31,0.0456
293166200,1736312874,3344.29,1.59,3343.25,0.0469
293167201,1736313124,3353.10,1.62,3352.43,0.0479
293168209,1736313376,3364.45,1.66,3364.13,0.0490
293169215,1736313627,3366.28,1.68,3366.01,0.0495
293170275,1736313892,3366.93,1.69,3366.68,0.0497
293171295,1736314147,3370.61,1.70,3370.43,0.0501
293172300,1736314398,3366.16,1.70,3365.89,0.0503
293173309,1736314651,3363.33,1.71,3362.99,0.0505
293174406,1736314925,3366.58,1.72,3366.32,0.0507
293175452,1736315186,3365.11,1.72,3364.81,0.0508
293176529,1736315456,3352.19,1.76,3351.48,0.0518
293177564,1736315714,3352.05,1.78,3351.34,0.0526
293178566,1736315965,3351.80,1.79,3351.08,0.0529
293179633,1736316232,3360.36,1.81,3359.93,0.0535
293180650,1736316486,3351.51,1.83,3350.78,0.0539
293181652,1736316736,3352.94,1.83,3352.26,0.0540
293182652,1736316986,3342.26,1.85,3341.12,0.0545
293183680,1736317244,3338.87,1.88,3337.57,0.0555
293184695,1736317497,3338.69,1.92,3337.37,0.0565
293185722,1736317754,3339.51,1.94,3338.23,0.0572
293186725,1736318005,3339.01,2.02,3337.71,0.0595
293187758,1736318263,3317.12,2.09,3314.42,0.0617
293188777,1736318518,3326.54,2.17,3324.51,0.0641
293189783,1736318769,3322.08,2.20,3319.75,0.0648
293190814,1736319027,3311.01,2.25,3307.83,0.0665
293191850,1736319286,3310.31,2.31,3307.07,0.0683
293192860,1736319538,3311.35,2.41,3308.20,0.0712
293193879,1736319793,3322.38,2.46,3320.06,0.0725
293194882,1736320044,3327.22,2.48,3325.23,0.0732
293195932,1736320306,3332.43,2.49,3330.76,0.0736
293196950,1736320561,3323.41,2.51,3321.17,0.0742
293197966,1736320815,3333.37,2.54,3331.75,0.0749
293198973,1736321067,3329.39,2.54,3327.54,0.0751
293199980,1736321318,3337.79,2.58,3336.43,0.0760
293201057,1736321588,3335.40,2.58,3333.90,0.0763
293202087,1736321845,3338.04,2.59,3336.68,0.0765
293203114,1736322102,3342.21,2.60,3341.07,0.0768
293204121,1736322354,3346.24,2.62,3345.29,0.0772
293205162,1736322614,3349.57,2.63,3348.76,0.0777
293206163,1736322864,3354.29,2.65,3353.66,0.0783
293207235,1736323132,3353.65,2.66,3353.00,0.0784
293208265,1736323390,3354.14,2.68,3353.51,0.0790
293209280,1736323644,3351.53,2.68,3350.80,0.0791
293210283,1736323894,3361.24,2.71,3360.83,0.0798
293211290,1736324146,3368.69,2.72,3368.48,0.0803
293212321,1736324404,3363.78,2.75,3363.44,0.0812
293213432,1736324682,3364.25,2.76,3363.93,0.0813
293214439,1736324933,3362.78,2.76,3362.42,0.0814
293215444,1736325184,3367.73,2.77,3367.49,0.0818
293216516,1736325452,3368.51,2.78,3368.29,0.0819
293217632,1736325732,3372.04,2.78,3371.89,0.0821
293218639,1736325983,3371.03,2.79,3370.86,0.0824
293219695,1736326247,3370.61,2.79,3370.43,0.0824
293220733,1736326507,3370.47,2.79,3370.29,0.0824
293221733,1736326757,3364.88,2.81,3364.58,0.0828
293222857,1736327038,3369.19,2.81,3368.99,0.0830
293223883,1736327294,3366.31,2.82,3366.04,0.0833
293224887,1736327545,3367.51,2.83,3367.27,0.0836
293225925,1736327805,3371.44,2.84,3371.28,0.0839
293226926,1736328055,3370.20,2.84,3370.02,0.0839
293227933,1736328307,3368.58,2.85,3368.36,0.0840
293228933,1736328557,3361.64,2.87,3361.25,0.0846
293229989,1736328821,3357.63,2.88,3357.12,0.0849
293231000,1736329074,3356.84,2.89,3356.30,0.0851
293232031,1736329331,3362.10,2.90,3361.72,0.0855
293233034,1736329582,3359.70,2.90,3359.25,0.0856
293234045,1736329835,3355.43,2.91,3354.84,0.0858
293235049,1736330086,3354.15,2.92,3353.51,0.0861
293236051,1736330336,3349.01,2.94,3348.18,0.0867
293237068,1736330590,3353.87,2.96,3353.23,0.0875
293238148,1736330860,3354.98,2.97,3354.38,0.0875
293239149,1736331111,3352.03,2.97,3351.31,0.0877
293240163,1736331364,3360.45,3.00,3360.03,0.0885
293241166,1736331615,3361.59,3.01,3361.20,0.0888
293242175,1736331867,3363.20,3.01,3362.85,0.0889
293243190,1736332121,3363.46,3.04,3363.12,0.0896
293244194,1736332372,3357.64,3.04,3357.12,0.0898
293245221,1736332629,3362.29,3.06,3361.92,0.0902
293246259,1736332888,3358.15,3.06,3357.65,0.0904
293247324,1736333154,3355.97,3.07,3355.40,0.0906
293248394,1736333422,3358.18,3.08,3357.68,0.0908
293249397,1736333673,3359.91,3.08,3359.46,0.0909
293250461,1736333939,3361.51,3.09,3361.11,0.0911
293251469,1736334191,3364.50,3.09,3364.19,0.0913
293252474,1736334442,3358.28,3.10,3357.79,0.0915
293253514,1736334702,3351.01,3.11,3350.25,0.0918
293254618,1736334978,3353.04,3.12,3352.37,0.0920
293255719,1736335253,3349.99,3.12,3349.20,0.0921
293256733,1736335507,3349.66,3.12,3348.85,0.0921
293257768,1736335766,3342.37,3.14,3341.24,0.0928
293258794,1736336022,3331.18,3.23,3329.44,0.0954
293259803,1736336274,3326.82,3.26,3324.80,0.0963
293260806,1736336525,3341.18,3.30,3339.99,0.0975
293261814,1736336777,3349.73,3.33,3348.93,0.0982
293262817,1736337028,3352.65,3.35,3351.96,0.0989
293263867,1736337290,3348.12,3.36,3347.25,0.0990
293264867,1736337540,3346.74,3.36,3345.81,0.0993
293265956,1736337812,3353.34,3.39,3352.68,0.1000
293266978,1736338068,3357.84,3.40,3357.33,0.1004
293267986,1736338320,3354.56,3.41,3353.94,0.1007
293268987,1736338570,3355.11,3.42,3354.51,0.1010
293270012,1736338826,3350.91,3.45,3350.15,0.1017
293271015,1736339077,3350.53,3.46,3349.76,0.1021
293272032,1736339332,3347.37,3.48,3346.47,0.1025
293273045,1736339585,3346.94,3.49,3346.01,0.1031
293274049,1736339836,3351.57,3.52,3350.84,0.1038
293275148,1736340110,3350.28,3.52,3349.50,0.1040
293276153,1736340362,3341.64,3.55,3340.47,0.1048
293277162,1736340614,3348.34,3.57,3347.48,0.1054
293278252,1736340886,3339.64,3.58,3338.37,0.1057
293279277,1736341143,3353.37,3.62,3352.71,0.1067
293280279,1736341393,3362.71,3.67,3362.34,0.1083
293281286,1736341645,3352.78,3.69,3352.09,0.1089
293282313,1736341902,3356.73,3.71,3356.19,0.1094
293283323,1736342154,3358.24,3.74,3357.75,0.1103
293284336,1736342408,3359.00,3.77,3358.53,0.1113
293285340,1736342658,3363.81,3.78,3363.48,0.1116
293286340,1736342908,3355.66,3.80,3355.08,0.1120
293287361,1736343164,3358.52,3.82,3358.04,0.1127
293288408,1736343426,3355.51,3.83,3354.93,0.1130
293289509,1736343701,3358.74,3.85,3358.27,0.1136
293290509,1736343951,3355.86,3.86,3355.29,0.1138
293291585,1736344220,3355.99,3.88,3355.42,0.1146
293292677,1736344493,3360.92,3.90,3360.50,0.1150
293293713,1736344752,3359.01,3.90,3358.54,0.1152
293294760,1736345014,3362.91,3.94,3362.55,0.1163
293295764,1736345264,3355.58,3.96,3355.00,0.1168
293296772,1736345516,3357.79,3.98,3357.29,0.1173
293297835,1736345782,3361.26,3.99,3360.85,0.1177
293298917,1736346053,3358.80,3.99,3358.32,0.1178
293299922,1736346304,3362.65,4.01,3362.29,0.1183
293300946,1736346560,3355.37,4.05,3354.78,0.1195
293301946,1736346810,3372.78,4.17,3372.64,0.1232
293302948,1736347060,3356.93,4.23,3356.39,0.1249
293303954,1736347312,3365.79,4.30,3365.51,0.1269
293304954,1736347562,3362.06,4.38,3361.68,0.1293
293305955,1736347812,3358.15,4.44,3357.65,0.1310
293306955,1736348062,3366.82,4.48,3366.56,0.1322
293307955,1736348312,3372.72,4.51,3372.58,0.1331
293308956,1736348562,3382.60,4.56,3382.57,0.1347
293309968,1736348816,3372.95,4.60,3372.81,0.1358
293310969,1736349066,3356.76,4.63,3356.22,0.1366
293312008,1736349326,3355.23,4.69,3354.64,0.1383
293313020,1736349578,3343.03,4.73,3341.92,0.1395
293314074,1736349842,3351.44,4.77,3350.71,0.1408
293315074,1736350092,3345.61,4.79,3344.63,0.1414
293316075,1736350342,3345.90,4.85,3344.93,0.1432
293317075,1736350592,3339.60,4.89,3338.33,0.1443
293318094,1736350847,3338.47,4.93,3337.14,0.1455
293319156,1736351112,3336.30,4.96,3334.85,0.1464
293320159,1736351363,3347.59,5.01,3346.69,0.1478
293321201,1736351624,3343.15,5.03,3342.05,0.1485
293322241,1736351884,3340.93,5.05,3339.73,0.1490
293323242,1736352134,3334.18,5.07,3332.61,0.1497
293324258,1736352388,3339.19,5.13,3337.90,0.1512
293325309,1736352651,3337.57,5.16,3336.19,0.1521
293326309,1736352901,3336.28,5.18,3334.83,0.1529
293327311,1736353151,3342.04,5.21,3340.89,0.1537
293328319,1736353403,3338.32,5.23,3336.98,0.1544
293329320,1736353654,3334.64,5.25,3333.10,0.1550
293330327,1736353905,3334.23,5.28,3332.66,0.1559
293331329,1736354156,3337.80,5.31,3336.43,0.1568
293332330,1736354406,3327.93,5.33,3325.99,0.1573
293333346,1736354660,3327.54,5.36,3325.57,0.1581
293334348,1736354910,3314.33,5.41,3311.42,0.1595
293335352,1736355162,3312.44,5.43,3309.38,0.1603
293336352,1736355412,3311.43,5.46,3308.29,0.1610
293337352,1736355662,3282.54,5.58,3276.61,0.1646
293338366,1736355915,3277.91,5.72,3271.45,0.1687
293339377,1736356168,3267.80,5.89,3260.10,0.1737
293340402,1736356424,3255.76,6.07,3246.44,0.1790
293341413,1736356677,3250.55,6.21,3240.48,0.1833
293342427,1736356930,3234.47,6.36,3221.90,0.1877
293343427,1736357180,3225.78,6.49,3211.74,0.1916
293344435,1736357432,3228.21,6.71,3214.59,0.1980
293345435,1736357682,3229.70,6.89,3216.33,0.2034
293346435,1736357932,3237.74,6.99,3225.70,0.2061
293347437,1736358183,3245.92,7.07,3235.16,0.2086
293348446,1736358435,3247.02,7.12,3236.43,0.2101
293349457,1736358688,3250.18,7.17,3240.05,0.2117
293350457,1736358938,3262.72,7.22,3254.36,0.2130
293351457,1736359188,3274.12,7.31,3267.20,0.2156
293352463,1736359439,3290.99,7.41,3285.97,0.2187
293353483,1736359694,3296.99,7.45,3292.57,0.2198
293354488,1736359946,3303.60,7.51,3299.79,0.2215
293355504,1736360200,3312.63,7.55,3309.59,0.2228
293356515,1736360452,3315.45,7.58,3312.63,0.2238
293357557,1736360713,3325.34,7.64,3323.23,0.2253
293358557,1736360963,3311.30,7.67,3308.15,0.2264
293359561,1736361214,3306.41,7.71,3302.85,0.2275
293360561,1736361464,3300.57,7.73,3296.48,0.2281
293361574,1736361717,3287.34,7.75,3281.94,0.2288
293362588,1736361970,3278.85,7.79,3272.50,0.2300
293363601,1736362224,3264.49,7.82,3256.35,0.2306
293364615,1736362477,3281.67,7.90,3275.64,0.2331
293365623,1736362729,3276.88,7.97,3270.30,0.2351
293366629,1736362981,3294.03,8.06,3289.31,0.2378
293367652,1736363236,3299.61,8.12,3295.44,0.2394
293368660,1736363488,3293.68,8.16,3288.93,0.2408
293369666,1736363740,3297.43,8.22,3293.05,0.2425
293370724,1736364004,3300.48,8.26,3296.39,0.2438
293371803,1736364274,3307.18,8.30,3303.69,0.2448
293372903,1736364549,3289.32,8.31,3284.12,0.2452
293373914,1736364802,3287.75,8.35,3282.39,0.2464
293374929,1736365056,3279.88,8.37,3273.65,0.2470
293375941,1736365309,3282.53,8.40,3276.60,0.2478
293376961,1736365564,3288.19,8.43,3282.88,0.2488
293377978,1736365818,3280.34,8.45,3274.16,0.2493
293378989,1736366071,3282.20,8.47,3276.23,0.2498
293379990,1736366321,3283.88,8.49,3278.10,0.2506
293381033,1736366582,3280.25,8.50,3274.06,0.2509
293382059,1736366838,3269.08,8.52,3261.54,0.2514
293383065,1736367090,3270.56,8.54,3263.21,0.2521
293384102,1736367349,3277.92,8.57,3271.46,0.2530
293385106,1736367600,3280.18,8.58,3273.98,0.2532
293386239,1736367883,3281.28,8.60,3275.21,0.2537
293387267,1736368140,3279.44,8.62,3273.15,0.2543
293388267,1736368390,3280.63,8.64,3274.48,0.2550
293389269,1736368641,3284.03,8.66,3278.26,0.2555
293390325,1736368905,3288.59,8.67,3283.32,0.2559
293391370,1736369166,3282.90,8.68,3277.01,0.2561
293392376,1736369418,3287.99,8.71,3282.66,0.2569
293393397,1736369673,3282.69,8.72,3276.77,0.2572
293394404,1736369924,3285.43,8.75,3279.82,0.2581
293395429,1736370181,3280.96,8.77,3274.86,0.2587
293396448,1736370436,3282.27,8.81,3276.30,0.2600
293397450,1736370686,3271.53,8.82,3264.30,0.2602
293398529,1736370956,3280.28,8.86,3274.09,0.2613
293399543,1736371209,3288.31,8.89,3283.01,0.2622
293400553,1736371462,3288.85,8.91,3283.60,0.2629
293401575,1736371717,3287.62,8.94,3282.24,0.2636
293402607,1736371975,3290.62,8.96,3285.56,0.2645
293403625,1736372230,3297.72,9.01,3293.36,0.2657
293404630,1736372481,3293.78,9.03,3289.04,0.2665
293405712,1736372752,3298.88,9.05,3294.63,0.2671
293406762,1736373014,3299.65,9.05,3295.48,0.2671
293407815,1736373277,3298.55,9.06,3294.27,0.2673
293408850,1736373536,3299.45,9.06,3295.26,0.2674
293409857,1736373788,3308.94,9.10,3305.59,0.2686
293410857,1736374038,3313.96,9.13,3311.02,0.2695
293411906,1736374300,3311.67,9.14,3308.55,0.2696
293412960,1736374564,3309.39,9.15,3306.08,0.2699
293413993,1736374822,3318.28,9.18,3315.67,0.2709
293415015,1736375077,3313.72,9.19,3310.76,0.2711
293416023,1736375329,3316.81,9.21,3314.09,0.2716
293417029,1736375581,3321.63,9.22,3319.27,0.2721
293418143,1736375859,3328.04,9.24,3326.10,0.2727
293419188,1736376120,3325.43,9.25,3323.32,0.2730
293420188,1736376370,3322.60,9.27,3320.30,0.2734
293421254,1736376637,3325.32,9.28,3323.21,0.2739
293422258,1736376888,3327.12,9.30,3325.13,0.2745
293423275,1736377142,3319.95,9.31,3317.46,0.2746
293424285,1736377395,3320.99,9.31,3318.58,0.2748
293425346,1736377660,3321.01,9.32,3318.60,0.2749
293426387,1736377920,3322.59,9.32,3320.29,0.2750
293427546,1736378210,3322.97,9.33,3320.70,0.2752
293428635,1736378482,3324.60,9.33,3322.43,0.2754
293429681,1736378744,3322.18,9.33,3319.85,0.2754
293430737,1736379008,3318.49,9.34,3325.23,0.2756
293431862,1736379289,3327.99,9.37,3335.39,0.2765
293432887,1736379545,3328.51,9.39,3335.94,0.2770
293433887,1736379795,3332.29,9.41,3339.96,0.2775
293434903,1736380049,3327.41,9.41,3334.77,0.2777
293436032,1736380332,3326.63,9.41,3333.94,0.2777
293437147,1736380610,3323.83,9.41,3330.95,0.2778
293438169,1736380866,3325.92,9.43,3333.18,0.2781
293439174,1736381117,3327.70,9.44,3335.08,0.2786
293440181,1736381369,3330.34,9.46,3337.89,0.2792
293441251,1736381636,3331.01,9.48,3338.60,0.2798
293442260,1736381888,3322.97,9.49,3330.03,0.2800
293443286,1736382145,3321.75,9.49,3328.73,0.2800
293444426,1736382430,3325.27,9.51,3332.49,0.2806
293445452,1736382686,3320.75,9.51,3327.65,0.2806
293446596,1736382972,3322.29,9.52,3329.31,0.2809
293447636,1736383232,3326.30,9.54,3333.59,0.2814
293448690,1736383496,3332.66,9.56,3340.35,0.2821
293449697,1736383748,3336.48,9.58,3344.38,0.2826
293450833,1736384032,3341.00,9.60,3349.12,0.2832
293451876,1736384292,3344.75,9.62,3353.03,0.2838
293452889,1736384546,3338.83,9.64,3346.85,0.2844
293454081,1736384844,3336.32,9.64,3344.21,0.2845
293455133,1736385107,3342.08,9.67,3350.25,0.2853
293456133,1736385357,3347.74,9.69,3356.14,0.2859
293457139,1736385608,3353.41,9.71,3362.00,0.2866
293458156,1736385862,3348.15,9.72,3356.57,0.2868
293459156,1736386112,3354.75,9.75,3363.37,0.2876
293460215,1736386377,3352.53,9.75,3361.09,0.2877
293461223,1736386629,3354.57,9.76,3363.19,0.2880
293462284,1736386894,3347.97,9.77,3356.38,0.2883
293463285,1736387145,3348.40,9.78,3356.82,0.2886
293464307,1736387400,3346.49,9.78,3354.85,0.2887
293465317,1736387653,3346.12,9.78,3354.46,0.2887
293466318,1736387903,3345.65,9.80,3353.98,0.2892
293467321,1736388154,3325.42,9.90,3332.66,0.2922
293468321,1736388404,3320.52,9.99,3327.41,0.2947
293469336,1736388658,3332.51,10.12,3340.18,0.2986
293470336,1736388908,3339.24,10.18,3347.27,0.3002
293471376,1736389168,3327.62,10.18,3334.99,0.3005
293472391,1736389421,3335.60,10.22,3343.45,0.3014
293473420,1736389678,3327.79,10.24,3335.18,0.3020
293474430,1736389931,3331.58,10.26,3339.20,0.3027
293475452,1736390186,3340.73,10.30,3348.84,0.3040
293476470,1736390441,3340.05,10.32,3348.13,0.3044
293477496,1736390698,3339.07,10.32,3347.10,0.3046
293478548,1736390960,3338.88,10.33,3346.90,0.3047
293479555,1736391212,3339.29,10.34,3347.33,0.3052
293480621,1736391479,3329.57,10.35,3337.07,0.3054
293481634,1736391732,3325.40,10.38,3332.64,0.3061
293482710,1736392001,3322.55,10.38,3329.58,0.3062
293483729,1736392256,3324.78,10.40,3331.97,0.3068
293484747,1736392510,3329.22,10.42,3336.70,0.3073
293485758,1736392763,3323.94,10.42,3331.07,0.3076
293486917,1736393053,3320.41,10.42,3327.28,0.3076
293487926,1736393305,3321.88,10.44,3328.87,0.3080
293488926,1736393555,3322.74,10.45,3329.79,0.3082
293489975,1736393817,3323.46,10.45,3330.55,0.3084
293491073,1736394092,3326.58,10.47,3333.89,0.3089
293492093,1736394347,3320.82,10.47,3327.73,0.3090
293493113,1736394602,3324.21,10.48,3331.36,0.3093
293494222,1736394879,3324.34,10.49,3331.49,0.3094
293495247,1736395135,3320.85,10.49,3327.77,0.3094
293496267,1736395390,3320.95,10.50,3327.87,0.3097
293497268,1736395640,3315.00,10.50,3321.47,0.3097
293498268,1736395890,3313.41,10.51,3319.75,0.3100
293499556,1736396212,3317.95,10.52,3324.64,0.3105
293500583,1736396469,3319.05,10.53,3325.83,0.3107
293501776,1736396768,3323.62,10.55,3330.73,0.3112
293502803,1736397024,3321.60,10.55,3328.56,0.3114
293503902,1736397299,3328.67,10.58,3336.12,0.3121
293504988,1736397570,3332.48,10.59,3340.16,0.3126
293506068,1736397840,3328.13,10.61,3335.54,0.3129
293507081,1736398094,3329.81,10.61,3337.32,0.3132
293508162,1736398364,3339.00,10.66,3347.02,0.3144
293509305,1736398650,3334.78,10.66,3342.59,0.3145
293510365,1736398915,3337.66,10.67,3345.62,0.3149
293511452,1736399186,3334.07,10.68,3341.84,0.3152
293512659,1736399488,3336.34,10.70,3344.24,0.3157
293513700,1736399748,3335.55,10.70,3343.40,0.3159
293514756,1736400012,3337.38,10.72,3345.32,0.3163
293515782,1736400269,3336.86,10.72,3344.78,0.3164
293516784,1736400520,3333.61,10.72,3341.36,0.3164
293517788,1736400770,3330.89,10.73,3338.47,0.3166
293518790,1736401021,3327.55,10.74,3334.93,0.3168
293519865,1736401290,3325.02,10.74,3332.23,0.3170
293520872,1736401542,3330.57,10.77,3338.14,0.3176
293521951,1736401811,3327.82,10.77,3335.21,0.3177
293522954,1736402062,3325.88,10.77,3333.14,0.3177
293524009,1736402326,3322.21,10.77,3329.22,0.3179
293525076,1736402592,3323.70,10.79,3330.82,0.3182
293526081,1736402844,3329.15,10.81,3336.62,0.3190
293527106,1736403100,3331.22,10.82,3338.82,0.3193
293528157,1736403363,3323.40,10.83,3330.49,0.3195
293529267,1736403640,3323.19,10.83,3330.27,0.3195
293530308,1736403900,3325.49,10.84,3332.73,0.3198
293531337,1736404158,3322.61,10.84,3329.65,0.3198
293532359,1736404413,3320.85,10.84,3327.76,0.3199
293533377,1736404668,3322.20,10.85,3329.21,0.3200
293534378,1736404918,3318.66,10.85,3325.41,0.3200
293535402,1736405174,3317.83,10.85,3324.52,0.3202
293536432,1736405432,3315.10,10.85,3321.58,0.3202
293537453,1736405687,3317.68,10.86,3324.35,0.3205
293538470,1736405941,3319.47,10.88,3326.28,0.3209
293539479,1736406193,3318.87,10.88,3325.64,0.3211
293540489,1736406446,3316.30,10.88,3322.87,0.3211
293541547,1736406710,3307.80,10.89,3313.68,0.3212
293542570,1736406966,3306.41,10.90,3312.17,0.3215
293543570,1736407216,3300.58,10.91,3305.81,0.3219
293544581,1736407469,3287.59,10.94,3291.53,0.3227
293545583,1736407719,3287.31,10.99,3291.23,0.3244
293546621,1736407979,3293.97,11.03,3298.57,0.3256
293547621,1736408229,3295.95,11.05,3300.75,0.3260
293548706,1736408500,3292.67,11.07,3297.14,0.3266
293549750,1736408761,3290.27,11.08,3294.50,0.3270
293550758,1736409013,3288.59,11.10,3292.64,0.3274
293551758,1736409263,3292.05,11.12,3296.45,0.3281
293552758,1736409513,3284.61,11.13,3288.24,0.3285
293553780,1736409768,3280.90,11.23,3284.11,0.3313
293554785,1736410020,3278.18,11.26,3281.09,0.3322
293555788,1736410270,3283.27,11.30,3286.75,0.3335
293556816,1736410528,3283.59,11.32,3287.11,0.3341
293557830,1736410781,3285.50,11.34,3289.22,0.3345
293558867,1736411040,3285.16,11.36,3288.85,0.3352
293559869,1736411291,3306.15,11.44,3311.88,0.3376
293560886,1736411545,3321.99,11.53,3328.98,0.3401
293561887,1736411795,3315.04,11.53,3321.51,0.3403
293562893,1736412047,3303.54,11.53,3309.05,0.3403
293563918,1736412303,3310.91,11.56,3317.05,0.3412
293565007,1736412575,3308.30,11.58,3314.23,0.3418
293566010,1736412826,3310.74,11.60,3316.87,0.3422
293567011,1736413076,3320.34,11.63,3327.21,0.3432
293568020,1736413328,3317.28,11.64,3323.93,0.3434
293569035,1736413582,3315.54,11.65,3322.05,0.3437
293570036,1736413832,3322.95,11.68,3330.01,0.3446
293571089,1736414096,3322.34,11.69,3329.36,0.3450
293572155,1736414362,3318.21,11.69,3324.92,0.3450
293573160,1736414614,3316.26,11.70,3322.83,0.3451
293574196,1736414872,3317.36,11.70,3324.01,0.3452
293575272,1736415142,3321.62,11.77,3328.58,0.3474
293576310,1736415401,3316.24,11.77,3322.81,0.3474
293577329,1736415656,3315.94,11.78,3322.48,0.3476
293578330,1736415906,3315.92,11.80,3322.46,0.3480
293579341,1736416159,3315.97,11.80,3322.51,0.3481
293580421,1736416429,3317.20,11.81,3323.84,0.3484
293581430,1736416681,3314.06,11.81,3320.46,0.3485
293582445,1736416935,3318.32,11.83,3325.05,0.3489
293583457,1736417188,3316.85,11.83,3323.46,0.3490
293584479,1736417443,3306.41,11.83,3312.17,0.3489
293585483,1736417694,3303.91,11.84,3309.45,0.3493
293586574,1736417967,3299.56,11.84,3304.70,0.3495
293587574,1736418217,3287.43,11.84,3291.36,0.3495
293588616,1736418478,3290.00,11.88,3294.19,0.3506
293589638,1736418733,3303.08,11.94,3308.54,0.3522
293590704,1736419000,3296.68,11.94,3301.55,0.3523
293591706,1736419250,3302.75,11.96,3308.19,0.3530
293592726,1736419505,3309.57,11.99,3315.60,0.3537
293593770,1736419766,3309.60,11.99,3315.63,0.3538
293594771,1736420016,3306.22,11.99,3311.97,0.3539
293595799,1736420273,3313.68,12.02,3320.05,0.3548
293596826,1736420530,3314.99,12.04,3321.45,0.3553
